timestamp,scan_id,tornado_detected,probability,latitude,longitude,sensor,source
2013-09-01T05:38:57Z,scan_000035,0,0.3968,35.7012,-114.89212,KESX,thornet_production_v2
2013-09-01T05:39:31Z,scan_000036,0,0.3968,38.26038,-87.72454,KVWX,thornet_production_v2
2013-09-01T05:44:12Z,scan_000037,0,0.3968,38.26038,-87.72454,KVWX,thornet_production_v2
2013-09-01T05:47:38Z,scan_000038,0,0.3968,35.7012,-114.89212,KESX,thornet_production_v2
2013-09-01T05:48:53Z,scan_000039,0,0.3968,38.26038,-87.72454,KVWX,thornet_production_v2
2013-09-01T05:52:00Z,scan_000040,0,0.3968,35.7012,-114.89212,KESX,thornet_production_v2
2013-09-01T05:56:19Z,scan_000041,0,0.3968,35.7012,-114.89212,KESX,thornet_production_v2
2013-09-01T05:58:18Z,scan_000042,0,0.3976,38.26038,-87.72454,KVWX,thornet_production_v2
2013-09-01T06:00:40Z,scan_000043,0,0.3968,35.7012,-114.89212,KESX,thornet_production_v2
2013-09-01T08:22:43Z,scan_000044,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T08:27:02Z,scan_000045,0,0.4247,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T08:35:43Z,scan_000046,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T08:40:03Z,scan_000047,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T08:44:23Z,scan_000048,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T08:48:43Z,scan_000049,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T08:53:04Z,scan_000050,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T08:57:24Z,scan_000051,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T09:01:44Z,scan_000052,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T09:06:05Z,scan_000053,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T10:48:23Z,scan_000054,1,0.5047,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T10:57:43Z,scan_000055,1,0.5657,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T11:02:22Z,scan_000056,1,0.5469,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T11:16:21Z,scan_000057,1,0.5439,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T11:21:00Z,scan_000058,1,0.5564,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T11:30:19Z,scan_000059,1,0.5917,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T12:07:33Z,scan_000060,1,0.5635,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T12:12:12Z,scan_000061,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T12:40:08Z,scan_000062,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T12:44:48Z,scan_000063,0,0.4795,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T12:49:27Z,scan_000064,1,0.5098,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T12:51:47Z,scan_000065,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:04:49Z,scan_000066,0,0.4045,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:09:09Z,scan_000067,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:13:30Z,scan_000068,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:17:50Z,scan_000069,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:22:11Z,scan_000070,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:30:51Z,scan_000071,0,0.4767,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:35:12Z,scan_000072,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:38:10Z,scan_000073,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T13:39:32Z,scan_000074,0,0.3968,41.95585,-71.13699,KBOX,thornet_production_v2
2013-09-01T13:42:49Z,scan_000075,0,0.4363,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T13:47:29Z,scan_000076,0,0.4048,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T13:52:08Z,scan_000077,0,0.427,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T13:56:47Z,scan_000078,0,0.4491,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:10:46Z,scan_000079,1,0.5164,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:15:26Z,scan_000080,0,0.4031,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:20:05Z,scan_000081,0,0.4151,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:20:05Z,scan_000082,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:24:44Z,scan_000083,0,0.4277,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:24:44Z,scan_000084,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:34:04Z,scan_000085,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:34:04Z,scan_000086,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:38:43Z,scan_000087,0,0.4251,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:48:02Z,scan_000088,0,0.3988,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:52:41Z,scan_000089,0,0.4028,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T14:57:21Z,scan_000090,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T15:06:41Z,scan_000091,0,0.3968,38.81023,-94.26426,KEAX,thornet_production_v2
2013-09-01T15:18:32Z,scan_000092,0,0.4012,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:23:14Z,scan_000093,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:27:55Z,scan_000094,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:37:18Z,scan_000095,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:37:18Z,scan_000096,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:41:59Z,scan_000097,0,0.3981,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:46:11Z,scan_000098,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:46:11Z,scan_000099,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:50:22Z,scan_000100,0,0.4846,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:54:21Z,scan_000101,0,0.4554,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:54:21Z,scan_000102,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:58:21Z,scan_000103,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T15:58:21Z,scan_000104,0,0.4549,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T16:02:48Z,scan_000105,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T16:02:48Z,scan_000106,0,0.4475,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T16:11:11Z,scan_000107,0,0.4467,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T16:15:23Z,scan_000108,0,0.3968,46.53115,-87.54829,KMQT,thornet_production_v2
2013-09-01T18:12:36Z,scan_000109,0,0.424,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:16:27Z,scan_000110,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:16:27Z,scan_000111,0,0.4237,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:20:29Z,scan_000112,0,0.4039,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:20:29Z,scan_000113,0,0.4075,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:28:53Z,scan_000114,0,0.4063,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:28:53Z,scan_000115,0,0.3972,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:32:56Z,scan_000116,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:37:14Z,scan_000117,0,0.3998,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:37:14Z,scan_000118,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:41:33Z,scan_000119,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:50:12Z,scan_000120,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:54:30Z,scan_000121,0,0.4201,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T18:54:30Z,scan_000122,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T19:03:07Z,scan_000123,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T19:07:25Z,scan_000124,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T19:28:57Z,scan_000125,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T19:28:57Z,scan_000126,0,0.4419,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T19:33:16Z,scan_000127,0,0.4068,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T19:54:48Z,scan_000128,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T19:59:06Z,scan_000129,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T20:03:24Z,scan_000130,0,0.3968,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T20:03:24Z,scan_000131,0,0.4239,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T20:07:42Z,scan_000132,0,0.4328,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T20:12:00Z,scan_000133,0,0.4485,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T20:24:55Z,scan_000134,0,0.4202,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T20:29:13Z,scan_000135,0,0.4432,34.8833,-82.21964,KGSP,thornet_production_v2
2013-09-01T20:29:47Z,scan_000136,0,0.3988,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-01T20:34:05Z,scan_000137,0,0.3968,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-01T20:42:43Z,scan_000138,0,0.4597,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-01T20:44:18Z,scan_000139,0,0.4551,34.83653,-92.26219,KLZK,thornet_production_v2
2013-09-01T20:47:02Z,scan_000140,0,0.4576,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-01T20:53:35Z,scan_000141,0,0.3968,34.83653,-92.26219,KLZK,thornet_production_v2
2013-09-01T20:55:35Z,scan_000142,0,0.3968,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-01T20:58:13Z,scan_000143,0,0.3968,34.83653,-92.26219,KLZK,thornet_production_v2
2013-09-01T21:02:52Z,scan_000144,0,0.3968,34.83653,-92.26219,KLZK,thornet_production_v2
2013-09-01T21:04:08Z,scan_000145,0,0.3968,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-01T21:08:25Z,scan_000146,0,0.4734,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-01T21:12:09Z,scan_000147,0,0.4004,34.83653,-92.26219,KLZK,thornet_production_v2
2013-09-01T21:12:42Z,scan_000148,0,0.4574,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-01T21:17:04Z,scan_000149,0,0.456,35.66558,-78.48976,KRAX,thornet_production_v2
2013-09-02T07:31:47Z,scan_000150,0,0.4007,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T07:45:52Z,scan_000151,0,0.4442,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T07:55:14Z,scan_000152,0,0.4886,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T07:59:57Z,scan_000153,0,0.4568,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T08:04:39Z,scan_000154,0,0.4794,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T08:04:39Z,scan_000155,0,0.4512,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T08:11:33Z,scan_000156,0,0.3968,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T08:16:15Z,scan_000157,0,0.4279,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T08:16:15Z,scan_000158,0,0.459,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T08:20:56Z,scan_000159,0,0.4575,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T08:20:56Z,scan_000160,0,0.4554,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T08:30:23Z,scan_000161,0,0.4732,34.93048,-86.08347,KHTX,thornet_production_v2
2013-09-02T10:28:14Z,scan_000162,0,0.3968,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T10:35:49Z,scan_000163,0,0.3968,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T10:39:50Z,scan_000164,0,0.4041,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T10:43:49Z,scan_000165,0,0.4205,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T10:47:49Z,scan_000166,0,0.3968,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T10:56:03Z,scan_000167,0,0.4225,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T11:00:18Z,scan_000168,0,0.3968,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T11:08:46Z,scan_000169,0,0.3968,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T11:17:15Z,scan_000170,0,0.3968,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T14:05:19Z,scan_000171,0,0.3968,39.94703,-74.41076,KDIX,thornet_production_v2
2013-09-02T14:18:05Z,scan_000172,0,0.3968,39.94703,-74.41076,KDIX,thornet_production_v2
2013-09-02T14:30:53Z,scan_000173,0,0.3968,39.94703,-74.41076,KDIX,thornet_production_v2
2013-09-02T14:35:08Z,scan_000174,0,0.4504,39.94703,-74.41076,KDIX,thornet_production_v2
2013-09-02T14:39:24Z,scan_000175,0,0.3968,39.94703,-74.41076,KDIX,thornet_production_v2
2013-09-02T14:43:39Z,scan_000176,0,0.3968,39.94703,-74.41076,KDIX,thornet_production_v2
2013-09-02T14:56:26Z,scan_000177,0,0.3968,39.94703,-74.41076,KDIX,thornet_production_v2
2013-09-02T16:26:21Z,scan_000178,0,0.4261,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T16:44:46Z,scan_000179,0,0.4499,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T16:53:57Z,scan_000180,0,0.4975,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T16:58:34Z,scan_000181,0,0.3969,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T17:03:10Z,scan_000182,0,0.3968,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T17:16:58Z,scan_000183,0,0.3968,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T17:21:36Z,scan_000184,0,0.4472,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T17:58:10Z,scan_000185,0,0.4378,25.61122,-80.41267,KAMX,thornet_production_v2
2013-09-02T18:37:11Z,scan_000186,0,0.3968,25.61122,-80.41267,KAMX,thornet_production_v2
2013-09-02T18:50:09Z,scan_000187,0,0.3968,25.61122,-80.41267,KAMX,thornet_production_v2
2013-09-02T19:03:09Z,scan_000188,0,0.4505,25.61122,-80.41267,KAMX,thornet_production_v2
2013-09-02T19:11:50Z,scan_000189,0,0.3968,25.61122,-80.41267,KAMX,thornet_production_v2
2013-09-02T19:16:11Z,scan_000190,0,0.3968,25.61122,-80.41267,KAMX,thornet_production_v2
2013-09-02T20:07:19Z,scan_000191,0,0.3968,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T20:21:08Z,scan_000192,0,0.4539,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T20:30:20Z,scan_000193,1,0.5133,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T20:34:58Z,scan_000194,1,0.5048,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T20:48:46Z,scan_000195,0,0.4729,42.94875,-78.73671,KBUF,thornet_production_v2
2013-09-02T21:29:24Z,scan_000196,0,0.4016,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T21:33:39Z,scan_000197,0,0.3968,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T21:37:39Z,scan_000198,1,0.5384,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T21:49:37Z,scan_000199,0,0.4022,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T21:53:51Z,scan_000200,0,0.403,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T22:02:19Z,scan_000201,0,0.397,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T22:11:18Z,scan_000202,0,0.4062,40.92318,-78.00381,KCCX,thornet_production_v2
2013-09-02T22:14:46Z,scan_000203,1,0.5317,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T22:15:56Z,scan_000204,0,0.3968,40.92318,-78.00381,KCCX,thornet_production_v2
2013-09-02T22:20:35Z,scan_000205,0,0.3968,40.92318,-78.00381,KCCX,thornet_production_v2
2013-09-02T22:34:29Z,scan_000206,0,0.3968,40.92318,-78.00381,KCCX,thornet_production_v2
2013-09-02T22:36:44Z,scan_000207,0,0.4055,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T22:43:46Z,scan_000208,0,0.3994,40.92318,-78.00381,KCCX,thornet_production_v2
2013-09-02T22:44:41Z,scan_000209,0,0.4958,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T22:48:24Z,scan_000210,0,0.3968,40.92318,-78.00381,KCCX,thornet_production_v2
2013-09-02T22:48:42Z,scan_000211,0,0.4851,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T23:04:23Z,scan_000212,0,0.4275,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T23:06:57Z,scan_000213,0,0.3968,40.92318,-78.00381,KCCX,thornet_production_v2
2013-09-02T23:08:22Z,scan_000214,0,0.4509,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T23:20:32Z,scan_000215,0,0.4471,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-02T23:28:44Z,scan_000216,1,0.5084,42.19966,-75.9848,KBGM,thornet_production_v2
2013-09-03T01:00:14Z,scan_000217,0,0.3968,27.784,-97.51124,KCRP,thornet_production_v2
2013-09-03T01:04:53Z,scan_000218,0,0.3968,27.784,-97.51124,KCRP,thornet_production_v2
2013-09-03T01:14:11Z,scan_000219,0,0.3968,27.784,-97.51124,KCRP,thornet_production_v2
2013-09-03T01:28:06Z,scan_000220,0,0.3968,27.784,-97.51124,KCRP,thornet_production_v2
2013-09-03T01:42:00Z,scan_000221,0,0.3968,27.784,-97.51124,KCRP,thornet_production_v2
2013-09-03T14:04:14Z,scan_000222,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T14:08:33Z,scan_000223,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T14:12:50Z,scan_000224,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T14:17:07Z,scan_000225,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T14:21:25Z,scan_000226,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T14:32:07Z,scan_000227,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T14:36:24Z,scan_000228,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T14:49:16Z,scan_000229,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T14:53:33Z,scan_000230,0,0.4739,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T16:53:44Z,scan_000231,0,0.4161,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T16:58:01Z,scan_000232,0,0.3982,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:10:52Z,scan_000233,0,0.4024,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:15:09Z,scan_000234,0,0.4106,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:19:27Z,scan_000235,0,0.4346,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:28:02Z,scan_000236,0,0.4204,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:32:19Z,scan_000237,0,0.4217,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:36:37Z,scan_000238,0,0.4041,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:40:55Z,scan_000239,0,0.4595,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:45:12Z,scan_000240,0,0.3968,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T17:49:29Z,scan_000241,0,0.4848,40.86554,-72.86387,KOKX,thornet_production_v2
2013-09-03T18:11:35Z,scan_000242,0,0.3968,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T18:15:53Z,scan_000243,0,0.4522,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T18:24:28Z,scan_000244,0,0.3979,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T18:49:27Z,scan_000245,1,0.5103,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T18:49:27Z,scan_000246,0,0.4999,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T18:57:19Z,scan_000247,1,0.5158,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:01:10Z,scan_000248,0,0.4218,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:05:13Z,scan_000249,0,0.4566,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:05:13Z,scan_000250,1,0.503,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:09:30Z,scan_000251,0,0.3968,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:09:30Z,scan_000252,1,0.506,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:09:30Z,scan_000253,0,0.4986,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:21:52Z,scan_000254,0,0.4446,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:25:54Z,scan_000255,1,0.503,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:30:11Z,scan_000256,0,0.402,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:30:11Z,scan_000257,0,0.4972,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:38:47Z,scan_000258,0,0.4162,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:38:47Z,scan_000259,0,0.4825,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:43:04Z,scan_000260,0,0.3968,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:51:39Z,scan_000261,0,0.3968,33.98917,-78.429,KLTX,thornet_production_v2
2013-09-03T19:55:57Z,scan_000262,0,0.447,33.98917,-78.429,KLTX,thornet_production_v2
